aib_ID,aib_FirstName,aib_LastName,aib_Email,aib_Phone,aib_Age,aib_YearsExperience,aib_AnnualIncome,aib_PostCode,aib_FamilySize,aib_FamilyStatus,aib_AverageMonthlySpend,aib_EducationLevel,aib_OutstandingMortgage,aib_Job,aib_HasLoanAccount,aib_HasDepositAccount,aib_HasCDAccount,aib_HasCreditCard,aib_RegisteredOnline,aib_LoanApproved
CustId_1866,Willie,Davis,w.davis@fourthcoffee.com,406-555-0200,48,13,165622,99860,1,Single,3987,High School,407539,Furniture conservator/restorer,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1867,Sue,Simmons,s.simmons@lamnahealtcare.com,614-555-0141,42,37,190800,10050-1020,4,Married,8395,Diploma,624896,Sports development officer,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1868,Laurence,McGowan,l.mcgowan@margiestravel.com,794-555-0126,39,19,36676,43127-1152,1,Single,3208,Doctrate,429602,Health promotion specialist,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1869,Georgia,Jordan,g.jordan@nodpublishers.com,705-555-0135,66,5,154434,88780,5,Married,1454,Associate,578406,Trade mark attorney,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1870,Jared,Raynor,j.raynor@proseware.com,642-555-0207,43,2,35671,8482,1,Single,3846,Diploma,152440,Education officer & environmental,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1871,Glen,Reuter,g.reuter@relecloud.com,747-555-0144,34,6,57466,52253-8012,3,Married,3534,Masters,833,Secretary & company,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
CustId_1872,Mable,Greer,m.greer@tailspintoys.com,591-555-0153,47,36,156396,70977-8237,1,Single,1670,Diploma,685557,Information systems manager,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1873,Eunice,Wheeler,e.wheeler@vanarsdelltd.com,645-555-0137,24,10,103738,20227,2,Married,1059,Bachelors,603231,Scientist & product/process development,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_1874,Yolanda,Irwin,y.irwin@wingtiptoys.com,789-555-0116,37,7,38252,84955-9763,1,Single,529,Bachelors,279526,Engineer & technical sales,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_1875,Ismael,Wickham,i.wickham@adatum.com,508-555-0123,47,31,161202,40803-8448,4,Married,7799,Doctrate,448880,Ecologist,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1876,Susanne,Whitehead,s.whitehead@adventure-works.com,522-555-0148,60,40,193374,41386,1,Single,7411,Professional,15599,Armed forces training and education officer,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
CustId_1877,Rosalyn,Lopez,r.lopez@alpineskihouse.com,616-555-0197,30,4,131997,04713-8298,3,Married,5547,Professional,699071,Chartered accountant,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1878,Dolly,Mosley,d.mosley@bellowscollege.com,714-555-0132,34,27,91471,50676,5,Married,758,Masters,449570,Firefighter,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
CustId_1879,Rose,Nguyen,r.nguyen@bestforyouorganics.com,509-555-0145,60,32,199031,91303-7475,4,Married,1888,Professional,188375,Agricultural consultant,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1880,Alton,Bozeman,a.bozeman@adatum.com,559-555-0186,58,28,113056,51184,1,Single,4786,Associate,498109,Industrial buyer,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1881,Luella,Hardy,l.hardy@adventure-works.com,429-555-0197,67,11,184500,97214-2678,5,Married,1268,Masters,79729,Accountant & chartered,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CustId_1882,Kasey,Francis,k.francis@alpineskihouse.com,682-555-0137,27,39,23689,78065,3,Married,9885,Associate,452352,Plant breeder/geneticist,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_1883,Lorie,Garza,l.garza@bellowscollege.com,636-555-0137,46,22,33642,65303,5,Married,217,High School,643811,Psychologist & prison and probation services,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_1884,Wilson,Keyser,w.keyser@bestforyouorganics.com,411-555-0135,40,2,48652,85652,1,Single,8956,Doctrate,42888,Astronomer,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1885,Gene,Strom,g.strom@fabrikam.com,618-555-0142,20,1,65572,6317,5,Married,4241,Professional,46100,Museum education officer,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
CustId_1886,Keith,Ledet,k.ledet@fourthcoffee.com,624-555-0115,24,1,168308,30085-3851,2,Married,7233,Diploma,108678,Immigration officer,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
CustId_1887,Joel,Novotny,j.novotny@lamnahealtcare.com,513-555-0135,70,35,93749,10019-8953,1,Single,1776,Associate,156335,Mudlogger,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_1888,Rudolph,Barringer,r.barringer@margiestravel.com,679-555-0118,44,29,66568,22883,1,Single,1040,Diploma,500814,Buyer & industrial,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1889,Devon,Segal,d.segal@nodpublishers.com,783-555-0175,26,1,142896,17167,1,Single,2011,Diploma,34363,Industrial/product designer,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CustId_1890,Elsie,Ellison,e.ellison@proseware.com,722-555-0210,22,16,71261,24897,4,Married,3587,Masters,270552,Technical sales engineer,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
CustId_1891,Dora,Patterson,d.patterson@relecloud.com,420-555-0154,62,5,138461,42718,1,Single,2686,Diploma,283754,Scientific laboratory technician,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1892,Tracey,Perez,t.perez@tailspintoys.com,791-555-0194,34,30,90826,60549-5229,3,Married,1756,Diploma,516456,Radio producer,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1893,Mona,Madden,m.madden@vanarsdelltd.com,441-555-0130,65,5,128772,65010,3,Married,3770,Bachelors,2579,Sport and exercise psychologist,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1894,Murray,Pettway,m.pettway@wingtiptoys.com,625-555-0156,36,9,153213,20530-2521,1,Single,2784,High School,419785,Education officer & museum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1895,Lorrie,Franklin,l.franklin@adatum.com,668-555-0189,51,27,74821,81834-3243,1,Single,1138,Masters,170205,Teacher & English as a foreign language,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1896,Dustin,Liddell,d.liddell@adventure-works.com,681-555-0206,39,17,45812,31394,1,Single,2272,Doctrate,656474,Buyer & industrial,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_1897,Courtney,McKee,c.mckee@alpineskihouse.com,641-555-0166,42,18,167280,54452,1,Single,5485,Professional,684641,Recycling officer,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1898,Cathryn,Pickett,c.pickett@bellowscollege.com,744-555-0165,46,3,140018,44401,1,Single,3222,Doctrate,502815,Theatre stage manager,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_1899,Wilson,Conger,w.conger@bestforyouorganics.com,545-555-0168,34,36,185555,36986,4,Married,434,Doctrate,320963,Ship broker,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
CustId_1900,Sandra,Gay,s.gay@fabrikam.com,664-555-0140,28,24,104491,78980,1,Single,400,Bachelors,397017,Occupational psychologist,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1901,Orville,Leake,o.leake@fourthcoffee.com,738-555-0119,39,29,54698,18764,1,Single,1986,Associate,21257,Scientist & research (life sciences),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CustId_1902,Brigitte,Hobbs,b.hobbs@lamnahealtcare.com,530-555-0117,28,23,55163,92328-3397,2,Married,7615,Diploma,512630,Geneticist & molecular,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1903,Beau,Hylton,b.hylton@margiestravel.com,764-555-0189,42,28,140110,75150-5516,1,Single,4365,Doctrate,5827,Restaurant manager,FALSE,TRUE,TRUE,TRUE,FALSE,
CustId_1904,Ivy,Beach,i.beach@nodpublishers.com,550-555-0164,33,21,8848,1324,1,Single,6810,Associate,278904,Geochemist,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1905,Melva,Sloan,m.sloan@proseware.com,601-555-0139,53,2,124855,20937-0771,3,Married,421,Professional,317098,Learning mentor,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1906,Deloris,Mueller,d.mueller@relecloud.com,400-555-0181,41,20,17732,38677-5663,3,Married,7385,Masters,424285,Administrator,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1907,Aileen,Aguirre,a.aguirre@tailspintoys.com,661-555-0114,36,22,93710,82399-5278,1,Single,7074,Bachelors,184365,Camera operator,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
CustId_1908,Corinne,Nunez,c.nunez@vanarsdelltd.com,773-555-0181,20,21,48405,26810-1745,1,Single,2874,Bachelors,177866,Community pharmacist,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1909,Katrina,McKinney,k.mckinney@wingtiptoys.com,527-555-0144,56,1,145178,84431,1,Single,9725,Masters,444026,Charity fundraiser,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_1910,Aisha,Newton,a.newton@adatum.com,581-555-0111,55,34,88294,76844,5,Married,6525,Associate,372279,Location manager,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1911,Iris,Pope,i.pope@adventure-works.com,536-555-0150,68,9,160037,32309-1982,2,Married,9709,High School,593853,Advertising account executive,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1912,Antoine,Lauer,a.lauer@alpineskihouse.com,610-555-0180,30,9,63322,70029,4,Married,4957,Diploma,122023,Dramatherapist,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CustId_1913,Francisco,Worsham,f.worsham@bellowscollege.com,582-555-0139,59,26,142162,57996-3088,2,Married,2044,Masters,316588,Risk manager,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CustId_1914,Sonja,Arnold,s.arnold@bestforyouorganics.com,700-555-0125,27,15,12649,99894,1,Single,2853,Masters,147192,Scientist & biomedical,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_1915,Bennie,Stoker,b.stoker@fabrikam.com,674-555-0149,57,40,145425,15509,3,Married,4087,High School,524442,Social research officer & government,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
CustId_1916,Jesse,Overby,j.overby@fourthcoffee.com,594-555-0156,31,0,114248,93642-4021,1,Single,1835,High School,597171,Charity fundraiser,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1917,Jon,Dortch,j.dortch@lamnahealtcare.com,416-555-0141,57,24,96547,28190,1,Single,4701,Diploma,453985,Music tutor,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1918,Mike,Bui,m.bui@margiestravel.com,563-555-0128,35,9,199139,86405,1,Single,7110,Doctrate,384803,Dealer,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1919,Corinne,Myers,c.myers@nodpublishers.com,408-555-0138,46,4,190007,85947-1087,3,Married,6873,Associate,464495,Prison officer,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_1920,Janna,Clements,j.clements@proseware.com,793-555-0123,34,1,112685,83017-4865,3,Married,1374,Doctrate,478908,Early years teacher,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1921,Desmond,Benefield,d.benefield@relecloud.com,791-555-0114,51,1,117138,5881,1,Single,5173,Doctrate,202398,Geographical information systems officer,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
CustId_1922,Ronda,Morin,r.morin@tailspintoys.com,615-555-0195,55,13,30390,79356,1,Single,4304,Masters,673664,Recruitment consultant,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1923,Russell,Guido,r.guido@vanarsdelltd.com,746-555-0165,28,39,40885,13325-7221,1,Single,1861,Associate,617424,Pharmacologist,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_1924,Muriel,Cherry,m.cherry@wingtiptoys.com,686-555-0113,28,14,138136,79338,4,Married,7733,Masters,647244,Administrator & Civil Service,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_1925,Terence,Foret,t.foret@adatum.com,561-555-0121,30,13,144275,6013,1,Single,658,Doctrate,334571,Therapist & occupational,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1926,Jayne,Stuart,j.stuart@adventure-works.com,586-555-0160,27,30,109463,99006-2783,5,Married,8183,Diploma,159753,Aeronautical engineer,FALSE,FALSE,TRUE,TRUE,TRUE,
CustId_1927,Lois,Key,l.key@alpineskihouse.com,627-555-0144,27,3,145289,69136-5306,1,Single,100,Professional,364349,Clinical psychologist,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1928,Lewis,Bartels,l.bartels@bellowscollege.com,687-555-0152,59,8,173116,2059,2,Married,8435,Associate,466408,Editor & film/video,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_1929,Ruthie,Coffey,r.coffey@bestforyouorganics.com,403-555-0162,56,4,184491,52409-8686,5,Married,6814,Masters,565929,Regulatory affairs officer,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1930,Freddy,Nall,f.nall@fabrikam.com,540-555-0161,39,10,10210,72520,3,Married,5475,Masters,500652,Advertising account executive,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1931,Aimee,Berry,a.berry@fourthcoffee.com,553-555-0135,27,23,192100,5281,2,Married,3939,Masters,537696,Trade union research officer,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1932,Bridget,Joyner,b.joyner@lamnahealtcare.com,757-555-0119,57,21,27552,28542,1,Single,9980,Masters,416517,Meteorologist,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CustId_1933,Sofia,Petersen,s.petersen@margiestravel.com,470-555-0193,56,10,168386,47115,1,Single,2339,Bachelors,95215,Gaffer,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
CustId_1934,George,Pinkney,g.pinkney@nodpublishers.com,757-555-0207,64,14,65325,62075,5,Married,3990,Doctrate,615381,Dancer,FALSE,TRUE,TRUE,FALSE,FALSE,
CustId_1935,Alphonso,McConnell,a.mcconnell@proseware.com,564-555-0173,29,26,117447,05308-9715,1,Single,6904,Associate,6535,Product/process development scientist,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
CustId_1936,Kelvin,Bilodeau,k.bilodeau@relecloud.com,791-555-0115,33,18,105733,29703,3,Married,4482,Professional,480620,Electronics engineer,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1937,Elisabeth,Reyes,e.reyes@tailspintoys.com,674-555-0127,38,22,145950,93166,5,Married,7468,Masters,50782,Town planner,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CustId_1938,Eve,Fitzgerald,e.fitzgerald@vanarsdelltd.com,557-555-0171,55,6,9163,59981-7644,1,Single,2847,Professional,675265,Licensed conveyancer,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1939,Vicki,Middleton,v.middleton@wingtiptoys.com,682-555-0177,61,38,148879,5694,4,Married,6024,Doctrate,433430,Chiropodist,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1940,Christi,Cain,c.cain@adatum.com,668-555-0170,22,14,52590,94568-7089,1,Single,5655,Associate,587151,Holiday representative,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1941,Willie,Abbott,w.abbott@adventure-works.com,414-555-0186,57,7,171727,28891,5,Married,2690,Bachelors,351370,Accountant & chartered,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CustId_1942,Angelina,Garcia,a.garcia@alpineskihouse.com,641-555-0125,66,7,118426,00782-6998,1,Single,1643,Doctrate,515455,Mining engineer,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1943,Catalina,Craig,c.craig@bellowscollege.com,581-555-0203,39,28,113935,21748,1,Single,6203,Diploma,444081,Social research officer & government,FALSE,TRUE,FALSE,TRUE,TRUE,
CustId_1944,Clyde,Broadnax,c.broadnax@bestforyouorganics.com,416-555-0168,44,8,121833,85894-9765,2,Married,9512,Diploma,494778,Chief Strategy Officer,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1945,Araceli,Collins,a.collins@fabrikam.com,415-555-0167,36,34,77653,764,1,Single,4730,Doctrate,108334,Manufacturing engineer,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1946,Willie,Davis,w.davis@fourthcoffee.com,406-555-0201,31,19,188205,30999,1,Single,4877,Doctrate,656608,Engineer & automotive,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1947,Sue,Simmons,s.simmons@lamnahealtcare.com,614-555-0142,48,27,144824,69323-0998,3,Married,8034,Diploma,70443,Equities trader,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
CustId_1948,Laurence,McGowan,l.mcgowan@margiestravel.com,794-555-0127,55,3,46582,19195-4536,1,Single,1553,Bachelors,352240,Clinical biochemist,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1949,Georgia,Jordan,g.jordan@nodpublishers.com,705-555-0136,35,35,68013,58867-5942,1,Single,228,Masters,404311,General practice doctor,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1950,Jared,Raynor,j.raynor@proseware.com,642-555-0208,70,30,71948,88952-1905,1,Single,4564,Bachelors,353039,Soil scientist,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_1951,Glen,Reuter,g.reuter@relecloud.com,747-555-0145,28,16,25186,61383,2,Married,9990,High School,292009,Occupational hygienist,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1952,Mable,Greer,m.greer@tailspintoys.com,591-555-0154,59,10,13702,89448,4,Married,8748,High School,563320,Scientific laboratory technician,FALSE,TRUE,TRUE,FALSE,TRUE,
CustId_1953,Eunice,Wheeler,e.wheeler@vanarsdelltd.com,645-555-0138,30,4,198437,91365-1766,1,Single,6049,High School,282696,Health promotion specialist,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
CustId_1954,Yolanda,Irwin,y.irwin@wingtiptoys.com,789-555-0117,44,15,37996,46574,1,Single,7113,Professional,472861,Financial planner,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_1955,Ismael,Wickham,i.wickham@adatum.com,508-555-0124,35,17,14292,23198,5,Married,966,High School,685279,Animator,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1956,Susanne,Whitehead,s.whitehead@adventure-works.com,522-555-0149,33,7,49938,76999,4,Married,6794,Professional,634701,Interpreter,FALSE,FALSE,FALSE,FALSE,TRUE,
CustId_1957,Rosalyn,Lopez,r.lopez@alpineskihouse.com,616-555-0198,44,31,189290,23906,1,Single,6813,Diploma,183528,Surveyor & land/geomatics,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_1958,Dolly,Mosley,d.mosley@bellowscollege.com,714-555-0133,27,1,54927,26676-6134,2,Married,588,Associate,292289,Lecturer & further education,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
CustId_1959,Rose,Nguyen,r.nguyen@bestforyouorganics.com,509-555-0146,65,0,25637,12084,1,Single,6432,Masters,234905,Merchant navy officer,FALSE,TRUE,FALSE,TRUE,TRUE,
CustId_1960,Alton,Bozeman,a.bozeman@adatum.com,559-555-0187,24,14,97621,72271,1,Single,1831,High School,489860,Leisure centre manager,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CustId_1961,Luella,Hardy,l.hardy@adventure-works.com,429-555-0198,47,2,28538,09812-2809,4,Married,4985,Bachelors,51194,Physiotherapist,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CustId_1962,Kasey,Francis,k.francis@alpineskihouse.com,682-555-0138,58,12,155975,31460-2392,5,Married,9081,Diploma,403410,Mental health nurse,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1963,Lorie,Garza,l.garza@bellowscollege.com,636-555-0138,49,13,134304,20600-1915,1,Single,3246,High School,678546,Scientist & research (maths),FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1964,Wilson,Keyser,w.keyser@bestforyouorganics.com,411-555-0136,43,27,166467,75418,3,Married,3451,Associate,80538,Neurosurgeon,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1965,Gene,Strom,g.strom@fabrikam.com,618-555-0143,64,33,112228,90146-5525,3,Married,6204,Professional,322525,Risk analyst,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CustId_1966,Keith,Ledet,k.ledet@fourthcoffee.com,624-555-0116,27,19,118803,97411-4988,1,Single,6111,Doctrate,639271,Psychologist & prison and probation services,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1967,Joel,Novotny,j.novotny@lamnahealtcare.com,513-555-0136,69,15,17807,84435-7451,2,Married,6872,Masters,687095,Air broker,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1968,Rudolph,Barringer,r.barringer@margiestravel.com,679-555-0119,56,4,154560,72737,3,Married,8787,Masters,569660,Therapist & art,FALSE,FALSE,TRUE,FALSE,FALSE,
CustId_1969,Devon,Segal,d.segal@nodpublishers.com,783-555-0176,66,6,166527,99610-3188,3,Married,7057,High School,612047,Administrator & education,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1970,Elsie,Ellison,e.ellison@proseware.com,722-555-0211,44,32,48054,2263,4,Married,8657,Diploma,243137,Theatre stage manager,FALSE,FALSE,TRUE,TRUE,FALSE,
CustId_1971,Dora,Patterson,d.patterson@relecloud.com,420-555-0155,67,8,130868,57384-5785,3,Married,8741,Professional,419466,Petroleum engineer,FALSE,FALSE,FALSE,FALSE,FALSE,
CustId_1972,Tracey,Perez,t.perez@tailspintoys.com,791-555-0195,26,16,60644,14782,4,Married,6382,Diploma,603894,Customer service manager,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1973,Mona,Madden,m.madden@vanarsdelltd.com,441-555-0131,29,31,55297,12866,1,Single,8444,Associate,593677,Programmer & multimedia,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
CustId_1974,Murray,Pettway,m.pettway@wingtiptoys.com,625-555-0157,39,3,161337,87566-3043,1,Single,2211,Bachelors,70214,Microbiologist,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1975,Lorrie,Franklin,l.franklin@adatum.com,668-555-0190,56,17,38161,82043-3785,1,Single,1470,Masters,452294,Sales executive,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CustId_1976,Dustin,Liddell,d.liddell@adventure-works.com,681-555-0207,69,6,73111,80289,1,Single,1154,Doctrate,115906,Freight forwarder,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_1977,Courtney,McKee,c.mckee@alpineskihouse.com,641-555-0167,60,13,86449,95550-3904,1,Single,5212,Associate,425335,Dietitian,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_1978,Cathryn,Pickett,c.pickett@bellowscollege.com,744-555-0166,58,24,25075,99930,3,Married,693,Associate,313009,Leisure centre manager,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1979,Wilson,Conger,w.conger@bestforyouorganics.com,545-555-0169,36,33,27000,14165,1,Single,5586,Associate,350777,Financial manager,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CustId_1980,Sandra,Gay,s.gay@fabrikam.com,664-555-0141,36,12,113250,82552,4,Married,2721,Doctrate,333561,Brewing technologist,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1981,Orville,Leake,o.leake@fourthcoffee.com,738-555-0120,21,8,149264,79212-9761,1,Single,4174,High School,312102,Nature conservation officer,FALSE,TRUE,FALSE,FALSE,TRUE,
CustId_1982,Brigitte,Hobbs,b.hobbs@lamnahealtcare.com,530-555-0118,51,32,66382,64191,1,Single,3957,Professional,378931,Osteopath,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CustId_1983,Beau,Hylton,b.hylton@margiestravel.com,764-555-0190,21,19,76981,79387,3,Married,403,Masters,52321,Data processing manager,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
CustId_1984,Ivy,Beach,i.beach@nodpublishers.com,550-555-0165,33,15,92325,49241,1,Single,187,Professional,460253,Environmental education officer,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1985,Melva,Sloan,m.sloan@proseware.com,601-555-0140,21,12,67995,46004,2,Married,3910,Associate,204791,Journalist & broadcasting,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CustId_1986,Deloris,Mueller,d.mueller@relecloud.com,400-555-0182,63,19,134684,12218-2889,1,Single,4399,Associate,286566,Local government officer,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1987,Aileen,Aguirre,a.aguirre@tailspintoys.com,661-555-0115,47,34,179980,34317-6999,4,Married,6908,High School,641249,Health promotion specialist,FALSE,FALSE,TRUE,FALSE,TRUE,
CustId_1988,Corinne,Nunez,c.nunez@vanarsdelltd.com,773-555-0182,62,27,49211,69201,1,Single,8729,High School,502694,Recruitment consultant,FALSE,FALSE,FALSE,TRUE,TRUE,
CustId_1989,Katrina,McKinney,k.mckinney@wingtiptoys.com,527-555-0145,20,23,99389,17516-4409,5,Married,3316,Associate,252181,Conference centre manager,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1990,Aisha,Newton,a.newton@adatum.com,581-555-0112,57,27,120299,96103,4,Married,8240,Professional,596425,Neurosurgeon,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_1991,Iris,Pope,i.pope@adventure-works.com,536-555-0151,25,2,172739,21330-1483,3,Married,3019,Associate,183337,Bonds trader,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
CustId_1992,Antoine,Lauer,a.lauer@alpineskihouse.com,610-555-0181,60,23,65269,44769-1486,1,Single,8978,Doctrate,216250,Youth worker,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CustId_1993,Francisco,Worsham,f.worsham@bellowscollege.com,582-555-0140,69,23,43217,60220,3,Married,8947,Associate,572667,Mudlogger,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CustId_1994,Sonja,Arnold,s.arnold@bestforyouorganics.com,700-555-0126,41,3,144432,19658,5,Married,7912,Diploma,671020,Engineer & materials,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CustId_1995,Bennie,Stoker,b.stoker@fabrikam.com,674-555-0150,55,7,81691,74328-6289,2,Married,6443,Diploma,528658,Interpreter,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_1996,Jesse,Overby,j.overby@fourthcoffee.com,594-555-0157,43,14,99633,65363,1,Single,8772,Masters,14168,Optometrist,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CustId_1997,Jon,Dortch,j.dortch@lamnahealtcare.com,416-555-0142,58,29,126550,27841,1,Single,6718,Doctrate,374176,Designer & interior/spatial,FALSE,TRUE,FALSE,TRUE,FALSE,
CustId_1998,Mike,Bui,m.bui@margiestravel.com,563-555-0129,37,16,139386,38158-7588,1,Single,9707,Masters,91993,Translator,FALSE,TRUE,TRUE,TRUE,TRUE,
CustId_1999,Corinne,Myers,c.myers@nodpublishers.com,408-555-0139,21,35,94860,37660,4,Married,3027,Professional,317336,Toxicologist,FALSE,TRUE,FALSE,FALSE,FALSE,
CustId_2000,Janna,Clements,j.clements@proseware.com,793-555-0124,60,18,150043,82733,1,Single,1918,Bachelors,633090,Sport and exercise psychologist,FALSE,FALSE,FALSE,TRUE,FALSE,
CustId_2001,Desmond,Benefield,d.benefield@relecloud.com,791-555-0115,55,4,168995,95262,1,Single,9172,Masters,37512,Dispensing optician,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
